"profileID","respID","qID","altID","obsID","tired","walking","sports","concentration","embarrassed","unhappiness","treated"
"1543234",285,3,1,2275,"never","always","often","sometimes","almost never","sometimes","often"
"4512154",285,4,1,2276,"often","always","never","almost never","never","always","often"
"2345241",285,5,1,2277,"almost never","sometimes","often","always","almost never","often","never"
"2345314",285,6,1,2278,"almost never","sometimes","often","always","sometimes","never","often"
"1352142",285,7,1,2279,"never","sometimes","always","almost never","never","often","almost never"
"5241154",285,8,1,2280,"always","almost never","often","never","never","always","often"
"5555111",286,1,1,2281,"always","always","always","always","never","never","never"
"2413135",286,2,1,2282,"almost never","often","never","sometimes","never","sometimes","always"
"4512345",286,3,1,2283,"often","always","never","almost never","sometimes","often","always"
"3215451",286,4,1,2284,"sometimes","almost never","never","always","often","always","never"
"3215215",286,5,1,2285,"sometimes","almost never","never","always","almost never","never","always"
"5555222",286,6,1,2286,"always","always","always","always","almost never","almost never","almost never"
"4253241",286,7,1,2287,"often","almost never","always","sometimes","almost never","often","never"
"4135543",286,8,1,2288,"often","never","sometimes","always","always","often","sometimes"
"4135543",287,1,1,2289,"often","never","sometimes","always","always","often","sometimes"
"2531215",287,2,1,2290,"almost never","always","sometimes","never","almost never","never","always"
"2413135",287,3,1,2291,"almost never","often","never","sometimes","never","sometimes","always"
"2531215",287,4,1,2292,"almost never","always","sometimes","never","almost never","never","always"
"5314234",287,5,1,2293,"always","sometimes","never","often","almost never","sometimes","often"
"5314234",287,6,1,2294,"always","sometimes","never","often","almost never","sometimes","often"
"5123215",287,7,1,2295,"always","never","almost never","sometimes","almost never","never","always"
"1234135",287,8,1,2296,"never","almost never","sometimes","often","never","sometimes","always"
"2154345",288,1,1,2297,"almost never","never","always","often","sometimes","often","always"
"2345432",288,2,1,2298,"almost never","sometimes","often","always","often","sometimes","almost never"
"4321135",288,3,1,2299,"often","sometimes","almost never","never","never","sometimes","always"
"1234253",288,4,1,2300,"never","almost never","sometimes","often","almost never","always","sometimes"
"4321321",288,5,1,2301,"often","sometimes","almost never","never","sometimes","almost never","never"
"1543352",288,6,1,2302,"never","always","often","sometimes","sometimes","always","almost never"
"2345123",288,7,1,2303,"almost never","sometimes","often","always","never","almost never","sometimes"
"1111333",288,8,1,2304,"never","never","never","never","sometimes","sometimes","sometimes"
"2413135",289,1,1,2305,"almost never","often","never","sometimes","never","sometimes","always"
"1352215",289,2,1,2306,"never","sometimes","always","almost never","almost never","never","always"
"3524314",289,3,1,2307,"sometimes","always","almost never","often","sometimes","never","often"
"2222333",289,4,1,2308,"almost never","almost never","almost never","almost never","sometimes","sometimes","sometimes"
"4253314",289,5,1,2309,"often","almost never","always","sometimes","sometimes","never","often"
"1111333",289,6,1,2310,"never","never","never","never","sometimes","sometimes","sometimes"
"2222222",289,7,1,2311,"almost never","almost never","almost never","almost never","almost never","almost never","almost never"
"3215524",289,8,1,2312,"sometimes","almost never","never","always","always","almost never","often"
"3142321",290,1,1,2313,"sometimes","never","often","almost never","sometimes","almost never","never"
"3524314",290,2,1,2314,"sometimes","always","almost never","often","sometimes","never","often"
"4512413",290,3,1,2315,"often","always","never","almost never","often","never","sometimes"
"1425345",290,4,1,2316,"never","often","almost never","always","sometimes","often","always"
"3451543",290,5,1,2317,"sometimes","often","always","never","always","often","sometimes"
"2345314",290,6,1,2318,"almost never","sometimes","often","always","sometimes","never","often"
"1425413",290,7,1,2319,"never","often","almost never","always","often","never","sometimes"
"4253314",290,8,1,2320,"often","almost never","always","sometimes","sometimes","never","often"
"1352215",291,1,1,2321,"never","sometimes","always","almost never","almost never","never","always"
"4512531",291,2,1,2322,"often","always","never","almost never","always","sometimes","never"
"1234253",291,3,1,2323,"never","almost never","sometimes","often","almost never","always","sometimes"
"1425154",291,4,1,2324,"never","often","almost never","always","never","always","often"
"3451352",291,5,1,2325,"sometimes","often","always","never","sometimes","always","almost never"
"4512154",291,6,1,2326,"often","always","never","almost never","never","always","often"
"5432241",291,7,1,2327,"always","often","sometimes","almost never","almost never","often","never"
"1111111",291,8,1,2328,"never","never","never","never","never","never","never"
"2345241",292,1,1,2329,"almost never","sometimes","often","always","almost never","often","never"
"2531142",292,2,1,2330,"almost never","always","sometimes","never","never","often","almost never"
"1111444",292,3,1,2331,"never","never","never","never","often","often","often"
"2222555",292,4,1,2332,"almost never","almost never","almost never","almost never","always","always","always"
"1543425",292,5,1,2333,"never","always","often","sometimes","often","almost never","always"
"5314425",292,6,1,2334,"always","sometimes","never","often","often","almost never","always"
"1425154",292,7,1,2335,"never","often","almost never","always","never","always","often"
"1425413",292,8,1,2336,"never","often","almost never","always","often","never","sometimes"
"2154154",293,1,1,2337,"almost never","never","always","often","never","always","often"
"4135352",293,2,1,2338,"often","never","sometimes","always","sometimes","always","almost never"
"5241154",293,3,1,2339,"always","almost never","often","never","never","always","often"
"5432432",293,4,1,2340,"always","often","sometimes","almost never","often","sometimes","almost never"
"2222444",293,5,1,2341,"almost never","almost never","almost never","almost never","often","often","often"
"1111333",293,6,1,2342,"never","never","never","never","sometimes","sometimes","sometimes"
"5123142",293,7,1,2343,"always","never","almost never","sometimes","never","often","almost never"
"4321135",293,8,1,2344,"often","sometimes","almost never","never","never","sometimes","always"
"4253314",294,1,1,2345,"often","almost never","always","sometimes","sometimes","never","often"
"2345241",294,2,1,2346,"almost never","sometimes","often","always","almost never","often","never"
"3451234",294,3,1,2347,"sometimes","often","always","never","almost never","sometimes","often"
"2222222",294,4,1,2348,"almost never","almost never","almost never","almost never","almost never","almost never","almost never"
"1352215",294,5,1,2349,"never","sometimes","always","almost never","almost never","never","always"
"2413321",294,6,1,2350,"almost never","often","never","sometimes","sometimes","almost never","never"
"3524123",294,7,1,2351,"sometimes","always","almost never","often","never","almost never","sometimes"
"4321253",294,8,1,2352,"often","sometimes","almost never","never","almost never","always","sometimes"
"5123215",295,1,1,2353,"always","never","almost never","sometimes","almost never","never","always"
"5432241",295,2,1,2354,"always","often","sometimes","almost never","almost never","often","never"
"1111444",295,3,1,2355,"never","never","never","never","often","often","often"
"3142512",295,4,1,2356,"sometimes","never","often","almost never","always","never","almost never"
"2345314",295,5,1,2357,"almost never","sometimes","often","always","sometimes","never","often"
"5555111",295,6,1,2358,"always","always","always","always","never","never","never"
"2413512",295,7,1,2359,"almost never","often","never","sometimes","always","never","almost never"
"1352451",295,8,1,2360,"never","sometimes","always","almost never","often","always","never"
"3451425",296,1,1,2361,"sometimes","often","always","never","often","almost never","always"
"3451543",296,2,1,2362,"sometimes","often","always","never","always","often","sometimes"
"1234253",296,3,1,2363,"never","almost never","sometimes","often","almost never","always","sometimes"
"5123142",296,4,1,2364,"always","never","almost never","sometimes","never","often","almost never"
"4444444",296,5,1,2365,"often","often","often","often","often","often","often"
"3142321",296,6,1,2366,"sometimes","never","often","almost never","sometimes","almost never","never"
"1425531",296,7,1,2367,"never","often","almost never","always","always","sometimes","never"
"3142253",296,8,1,2368,"sometimes","never","often","almost never","almost never","always","sometimes"
"4444555",297,1,1,2369,"often","often","often","often","always","always","always"
"2154345",297,2,1,2370,"almost never","never","always","often","sometimes","often","always"
"5432314",297,3,1,2371,"always","often","sometimes","almost never","sometimes","never","often"
"3524241",297,4,1,2372,"sometimes","always","almost never","often","almost never","often","never"
"5555222",297,5,1,2373,"always","always","always","always","almost never","almost never","almost never"
"4321135",297,6,1,2374,"often","sometimes","almost never","never","never","sometimes","always"
"3524314",297,7,1,2375,"sometimes","always","almost never","often","sometimes","never","often"
"4135234",297,8,1,2376,"often","never","sometimes","always","almost never","sometimes","often"
"2222333",298,1,1,2377,"almost never","almost never","almost never","almost never","sometimes","sometimes","sometimes"
"2222444",298,2,1,2378,"almost never","almost never","almost never","almost never","often","often","often"
"2154345",298,3,1,2379,"almost never","never","always","often","sometimes","often","always"
"1111333",298,4,1,2380,"never","never","never","never","sometimes","sometimes","sometimes"
"3333555",298,5,1,2381,"sometimes","sometimes","sometimes","sometimes","always","always","always"
"2531451",298,6,1,2382,"almost never","always","sometimes","never","often","always","never"
"1425154",298,7,1,2383,"never","often","almost never","always","never","always","often"
"1352142",298,8,1,2384,"never","sometimes","always","almost never","never","often","almost never"
"5314425",299,1,1,2385,"always","sometimes","never","often","often","almost never","always"
"3215451",299,2,1,2386,"sometimes","almost never","never","always","often","always","never"
"4321512",299,3,1,2387,"often","sometimes","almost never","never","always","never","almost never"
"2345432",299,4,1,2388,"almost never","sometimes","often","always","often","sometimes","almost never"
"1425345",299,5,1,2389,"never","often","almost never","always","sometimes","often","always"
"1352524",299,6,1,2390,"never","sometimes","always","almost never","always","almost never","often"
"3142512",299,7,1,2391,"sometimes","never","often","almost never","always","never","almost never"
"3215524",299,8,1,2392,"sometimes","almost never","never","always","always","almost never","often"
"3451234",300,1,1,2393,"sometimes","often","always","never","almost never","sometimes","often"
"2531142",300,2,1,2394,"almost never","always","sometimes","never","never","often","almost never"
"4444222",300,3,1,2395,"often","often","often","often","almost never","almost never","almost never"
"3215451",300,4,1,2396,"sometimes","almost never","never","always","often","always","never"
"1352142",300,5,1,2397,"never","sometimes","always","almost never","never","often","almost never"
"3524241",300,6,1,2398,"sometimes","always","almost never","often","almost never","often","never"
"2413321",300,7,1,2399,"almost never","often","never","sometimes","sometimes","almost never","never"
"3524314",300,8,1,2400,"sometimes","always","almost never","often","sometimes","never","often"
"5123215",301,1,1,2401,"always","never","almost never","sometimes","almost never","never","always"
"4512531",301,2,1,2402,"often","always","never","almost never","always","sometimes","never"
"1111111",301,3,1,2403,"never","never","never","never","never","never","never"
"5241413",301,4,1,2404,"always","almost never","often","never","often","never","sometimes"
"4444444",301,5,1,2405,"often","often","often","often","often","often","often"
"5241154",301,6,1,2406,"always","almost never","often","never","never","always","often"
"3215451",301,7,1,2407,"sometimes","almost never","never","always","often","always","never"
"5241345",301,8,1,2408,"always","almost never","often","never","sometimes","often","always"
"4512413",302,1,1,2409,"often","always","never","almost never","often","never","sometimes"
"1425531",302,2,1,2410,"never","often","almost never","always","always","sometimes","never"
"2154154",302,3,1,2411,"almost never","never","always","often","never","always","often"
"3451543",302,4,1,2412,"sometimes","often","always","never","always","often","sometimes"
"3333111",302,5,1,2413,"sometimes","sometimes","sometimes","sometimes","never","never","never"
"1111333",302,6,1,2414,"never","never","never","never","sometimes","sometimes","sometimes"
"2222222",302,7,1,2415,"almost never","almost never","almost never","almost never","almost never","almost never","almost never"
"5432314",302,8,1,2416,"always","often","sometimes","almost never","sometimes","never","often"
"2222444",303,1,1,2417,"almost never","almost never","almost never","almost never","often","often","often"
"1543543",303,2,1,2418,"never","always","often","sometimes","always","often","sometimes"
"1425154",303,3,1,2419,"never","often","almost never","always","never","always","often"
"4253314",303,4,1,2420,"often","almost never","always","sometimes","sometimes","never","often"
"5241413",303,5,1,2421,"always","almost never","often","never","often","never","sometimes"
"2222444",303,6,1,2422,"almost never","almost never","almost never","almost never","often","often","often"
"4512531",303,7,1,2423,"often","always","never","almost never","always","sometimes","never"
"3215451",303,8,1,2424,"sometimes","almost never","never","always","often","always","never"
"1543234",304,1,1,2425,"never","always","often","sometimes","almost never","sometimes","often"
"2345314",304,2,1,2426,"almost never","sometimes","often","always","sometimes","never","often"
"2154413",304,3,1,2427,"almost never","never","always","often","often","never","sometimes"
"2413512",304,4,1,2428,"almost never","often","never","sometimes","always","never","almost never"
"5123524",304,5,1,2429,"always","never","almost never","sometimes","always","almost never","often"
"4512345",304,6,1,2430,"often","always","never","almost never","sometimes","often","always"
"1234512",304,7,1,2431,"never","almost never","sometimes","often","always","never","almost never"
"1352524",304,8,1,2432,"never","sometimes","always","almost never","always","almost never","often"
"2531524",305,1,1,2433,"almost never","always","sometimes","never","always","almost never","often"
"4444444",305,2,1,2434,"often","often","often","often","often","often","often"
"3333111",305,3,1,2435,"sometimes","sometimes","sometimes","sometimes","never","never","never"
"2413135",305,4,1,2436,"almost never","often","never","sometimes","never","sometimes","always"
"4253314",305,5,1,2437,"often","almost never","always","sometimes","sometimes","never","often"
"3333111",305,6,1,2438,"sometimes","sometimes","sometimes","sometimes","never","never","never"
"5241531",305,7,1,2439,"always","almost never","often","never","always","sometimes","never"
"1543234",305,8,1,2440,"never","always","often","sometimes","almost never","sometimes","often"
"2154345",306,1,1,2441,"almost never","never","always","often","sometimes","often","always"
"1352524",306,2,1,2442,"never","sometimes","always","almost never","always","almost never","often"
"4321253",306,3,1,2443,"often","sometimes","almost never","never","almost never","always","sometimes"
"2413253",306,4,1,2444,"almost never","often","never","sometimes","almost never","always","sometimes"
"4444111",306,5,1,2445,"often","often","often","often","never","never","never"
"3215215",306,6,1,2446,"sometimes","almost never","never","always","almost never","never","always"
"5241413",306,7,1,2447,"always","almost never","often","never","often","never","sometimes"
"2531451",306,8,1,2448,"almost never","always","sometimes","never","often","always","never"
"4444444",307,1,1,2449,"often","often","often","often","often","often","often"
"3333555",307,2,1,2450,"sometimes","sometimes","sometimes","sometimes","always","always","always"
"4253314",307,3,1,2451,"often","almost never","always","sometimes","sometimes","never","often"
"4135234",307,4,1,2452,"often","never","sometimes","always","almost never","sometimes","often"
"4253123",307,5,1,2453,"often","almost never","always","sometimes","never","almost never","sometimes"
"1111444",307,6,1,2454,"never","never","never","never","often","often","often"
"1543234",307,7,1,2455,"never","always","often","sometimes","almost never","sometimes","often"
"1352215",307,8,1,2456,"never","sometimes","always","almost never","almost never","never","always"
"1111222",308,1,1,2457,"never","never","never","never","almost never","almost never","almost never"
"5555555",308,2,1,2458,"always","always","always","always","always","always","always"
"2413253",308,3,1,2459,"almost never","often","never","sometimes","almost never","always","sometimes"
"3524241",308,4,1,2460,"sometimes","always","almost never","often","almost never","often","never"
"2531215",308,5,1,2461,"almost never","always","sometimes","never","almost never","never","always"
"1352524",308,6,1,2462,"never","sometimes","always","almost never","always","almost never","often"
"3524241",308,7,1,2463,"sometimes","always","almost never","often","almost never","often","never"
"5432241",308,8,1,2464,"always","often","sometimes","almost never","almost never","often","never"
"2413253",309,1,1,2465,"almost never","often","never","sometimes","almost never","always","sometimes"
"1543352",309,2,1,2466,"never","always","often","sometimes","sometimes","always","almost never"
"5241531",309,3,1,2467,"always","almost never","often","never","always","sometimes","never"
"5241345",309,4,1,2468,"always","almost never","often","never","sometimes","often","always"
"2222222",309,5,1,2469,"almost never","almost never","almost never","almost never","almost never","almost never","almost never"
"5432123",309,6,1,2470,"always","often","sometimes","almost never","never","almost never","sometimes"
"3215142",309,7,1,2471,"sometimes","almost never","never","always","never","often","almost never"
"1111222",309,8,1,2472,"never","never","never","never","almost never","almost never","almost never"
"4253314",310,1,1,2473,"often","almost never","always","sometimes","sometimes","never","often"
"4135352",310,2,1,2474,"often","never","sometimes","always","sometimes","always","almost never"
"1234135",310,3,1,2475,"never","almost never","sometimes","often","never","sometimes","always"
"3451352",310,4,1,2476,"sometimes","often","always","never","sometimes","always","almost never"
"4321321",310,5,1,2477,"often","sometimes","almost never","never","sometimes","almost never","never"
"3524241",310,6,1,2478,"sometimes","always","almost never","often","almost never","often","never"
"3215215",310,7,1,2479,"sometimes","almost never","never","always","almost never","never","always"
"5314352",310,8,1,2480,"always","sometimes","never","often","sometimes","always","almost never"
"1425345",311,1,1,2481,"never","often","almost never","always","sometimes","often","always"
"2531524",311,2,1,2482,"almost never","always","sometimes","never","always","almost never","often"
"4444111",311,3,1,2483,"often","often","often","often","never","never","never"
"1111333",311,4,1,2484,"never","never","never","never","sometimes","sometimes","sometimes"
"3333555",311,5,1,2485,"sometimes","sometimes","sometimes","sometimes","always","always","always"
"4253432",311,6,1,2486,"often","almost never","always","sometimes","often","sometimes","almost never"
"5123451",311,7,1,2487,"always","never","almost never","sometimes","often","always","never"
"2531451",311,8,1,2488,"almost never","always","sometimes","never","often","always","never"
"5241413",312,1,1,2489,"always","almost never","often","never","often","never","sometimes"
"5432432",312,2,1,2490,"always","often","sometimes","almost never","often","sometimes","almost never"
"2345241",312,3,1,2491,"almost never","sometimes","often","always","almost never","often","never"
"1234253",312,4,1,2492,"never","almost never","sometimes","often","almost never","always","sometimes"
"3215142",312,5,1,2493,"sometimes","almost never","never","always","never","often","almost never"
"2345123",312,6,1,2494,"almost never","sometimes","often","always","never","almost never","sometimes"
"5555333",312,7,1,2495,"always","always","always","always","sometimes","sometimes","sometimes"
"2154531",312,8,1,2496,"almost never","never","always","often","always","sometimes","never"
"4512345",313,1,1,2497,"often","always","never","almost never","sometimes","often","always"
"2413512",313,2,1,2498,"almost never","often","never","sometimes","always","never","almost never"
"5241531",313,3,1,2499,"always","almost never","often","never","always","sometimes","never"
"3333111",313,4,1,2500,"sometimes","sometimes","sometimes","sometimes","never","never","never"
"5432432",313,5,1,2501,"always","often","sometimes","almost never","often","sometimes","almost never"
"2345314",313,6,1,2502,"almost never","sometimes","often","always","sometimes","never","often"
"2222555",313,7,1,2503,"almost never","almost never","almost never","almost never","always","always","always"
"2413321",313,8,1,2504,"almost never","often","never","sometimes","sometimes","almost never","never"
"1234135",314,1,1,2505,"never","almost never","sometimes","often","never","sometimes","always"
"1425345",314,2,1,2506,"never","often","almost never","always","sometimes","often","always"
"1234512",314,3,1,2507,"never","almost never","sometimes","often","always","never","almost never"
"2154345",314,4,1,2508,"almost never","never","always","often","sometimes","often","always"
"2222333",314,5,1,2509,"almost never","almost never","almost never","almost never","sometimes","sometimes","sometimes"
"1111333",314,6,1,2510,"never","never","never","never","sometimes","sometimes","sometimes"
"4253432",314,7,1,2511,"often","almost never","always","sometimes","often","sometimes","almost never"
"1234135",314,8,1,2512,"never","almost never","sometimes","often","never","sometimes","always"
"1111444",315,1,1,2513,"never","never","never","never","often","often","often"
"5432123",315,2,1,2514,"always","often","sometimes","almost never","never","almost never","sometimes"
"2413321",315,3,1,2515,"almost never","often","never","sometimes","sometimes","almost never","never"
"1111111",315,4,1,2516,"never","never","never","never","never","never","never"
"3451352",315,5,1,2517,"sometimes","often","always","never","sometimes","always","almost never"
"4512154",315,6,1,2518,"often","always","never","almost never","never","always","often"
"2345123",315,7,1,2519,"almost never","sometimes","often","always","never","almost never","sometimes"
"2345123",315,8,1,2520,"almost never","sometimes","often","always","never","almost never","sometimes"
"1111444",316,1,1,2521,"never","never","never","never","often","often","often"
"1352215",316,2,1,2522,"never","sometimes","always","almost never","almost never","never","always"
"5241154",316,3,1,2523,"always","almost never","often","never","never","always","often"
"5432123",316,4,1,2524,"always","often","sometimes","almost never","never","almost never","sometimes"
"5432123",316,5,1,2525,"always","often","sometimes","almost never","never","almost never","sometimes"
"1425345",316,6,1,2526,"never","often","almost never","always","sometimes","often","always"
"3215142",316,7,1,2527,"sometimes","almost never","never","always","never","often","almost never"
"1543543",316,8,1,2528,"never","always","often","sometimes","always","often","sometimes"
"1352142",317,1,1,2529,"never","sometimes","always","almost never","never","often","almost never"
"1111111",317,2,1,2530,"never","never","never","never","never","never","never"
"2531451",317,3,1,2531,"almost never","always","sometimes","never","often","always","never"
"5241154",317,4,1,2532,"always","almost never","often","never","never","always","often"
"3524241",317,5,1,2533,"sometimes","always","almost never","often","almost never","often","never"
"5241531",317,6,1,2534,"always","almost never","often","never","always","sometimes","never"
"2222222",317,7,1,2535,"almost never","almost never","almost never","almost never","almost never","almost never","almost never"
"2531524",317,8,1,2536,"almost never","always","sometimes","never","always","almost never","often"
"3333333",318,1,1,2537,"sometimes","sometimes","sometimes","sometimes","sometimes","sometimes","sometimes"
"2345241",318,2,1,2538,"almost never","sometimes","often","always","almost never","often","never"
"4321512",318,3,1,2539,"often","sometimes","almost never","never","always","never","almost never"
"4444111",318,4,1,2540,"often","often","often","often","never","never","never"
"2413321",318,5,1,2541,"almost never","often","never","sometimes","sometimes","almost never","never"
"5123524",318,6,1,2542,"always","never","almost never","sometimes","always","almost never","often"
"2345314",318,7,1,2543,"almost never","sometimes","often","always","sometimes","never","often"
"5123215",318,8,1,2544,"always","never","almost never","sometimes","almost never","never","always"
"4135234",319,1,1,2545,"often","never","sometimes","always","almost never","sometimes","often"
"3451543",319,2,1,2546,"sometimes","often","always","never","always","often","sometimes"
"1111444",319,3,1,2547,"never","never","never","never","often","often","often"
"5241531",319,4,1,2548,"always","almost never","often","never","always","sometimes","never"
"2345314",319,5,1,2549,"almost never","sometimes","often","always","sometimes","never","often"
"2345314",319,6,1,2550,"almost never","sometimes","often","always","sometimes","never","often"
"1234321",319,7,1,2551,"never","almost never","sometimes","often","sometimes","almost never","never"
"1234512",319,8,1,2552,"never","almost never","sometimes","often","always","never","almost never"
"2154531",320,1,1,2553,"almost never","never","always","often","always","sometimes","never"
"3451234",320,2,1,2554,"sometimes","often","always","never","almost never","sometimes","often"
"4135234",320,3,1,2555,"often","never","sometimes","always","almost never","sometimes","often"
"2154345",320,4,1,2556,"almost never","never","always","often","sometimes","often","always"
"1111444",320,5,1,2557,"never","never","never","never","often","often","often"
"3333555",320,6,1,2558,"sometimes","sometimes","sometimes","sometimes","always","always","always"
"3451543",320,7,1,2559,"sometimes","often","always","never","always","often","sometimes"
"2222333",320,8,1,2560,"almost never","almost never","almost never","almost never","sometimes","sometimes","sometimes"
"5123524",321,1,1,2561,"always","never","almost never","sometimes","always","almost never","often"
"5314425",321,2,1,2562,"always","sometimes","never","often","often","almost never","always"
"1111333",321,3,1,2563,"never","never","never","never","sometimes","sometimes","sometimes"
"3524123",321,4,1,2564,"sometimes","always","almost never","often","never","almost never","sometimes"
"4512345",321,5,1,2565,"often","always","never","almost never","sometimes","often","always"
"2345314",321,6,1,2566,"almost never","sometimes","often","always","sometimes","never","often"
"1425154",321,7,1,2567,"never","often","almost never","always","never","always","often"
"4512345",321,8,1,2568,"often","always","never","almost never","sometimes","often","always"
"4253432",322,1,1,2569,"often","almost never","always","sometimes","often","sometimes","almost never"
"4135425",322,2,1,2570,"often","never","sometimes","always","often","almost never","always"
"1234321",322,3,1,2571,"never","almost never","sometimes","often","sometimes","almost never","never"
"1234135",322,4,1,2572,"never","almost never","sometimes","often","never","sometimes","always"
"4321253",322,5,1,2573,"often","sometimes","almost never","never","almost never","always","sometimes"
"2222555",322,6,1,2574,"almost never","almost never","almost never","almost never","always","always","always"
"2345241",322,7,1,2575,"almost never","sometimes","often","always","almost never","often","never"
"4135352",322,8,1,2576,"often","never","sometimes","always","sometimes","always","almost never"
"4135234",323,1,1,2577,"often","never","sometimes","always","almost never","sometimes","often"
"5432123",323,2,1,2578,"always","often","sometimes","almost never","never","almost never","sometimes"
"5241154",323,3,1,2579,"always","almost never","often","never","never","always","often"
"2413253",323,4,1,2580,"almost never","often","never","sometimes","almost never","always","sometimes"
"1352142",323,5,1,2581,"never","sometimes","always","almost never","never","often","almost never"
"3524314",323,6,1,2582,"sometimes","always","almost never","often","sometimes","never","often"
"1111222",323,7,1,2583,"never","never","never","never","almost never","almost never","almost never"
"3333444",323,8,1,2584,"sometimes","sometimes","sometimes","sometimes","often","often","often"
"4444222",324,1,1,2585,"often","often","often","often","almost never","almost never","almost never"
"1425345",324,2,1,2586,"never","often","almost never","always","sometimes","often","always"
"3524314",324,3,1,2587,"sometimes","always","almost never","often","sometimes","never","often"
"5241154",324,4,1,2588,"always","almost never","often","never","never","always","often"
"2222555",324,5,1,2589,"almost never","almost never","almost never","almost never","always","always","always"
"5123142",324,6,1,2590,"always","never","almost never","sometimes","never","often","almost never"
"5241531",324,7,1,2591,"always","almost never","often","never","always","sometimes","never"
"2154413",324,8,1,2592,"almost never","never","always","often","often","never","sometimes"
"5432314",325,1,1,2593,"always","often","sometimes","almost never","sometimes","never","often"
"2345314",325,2,1,2594,"almost never","sometimes","often","always","sometimes","never","often"
"1352451",325,3,1,2595,"never","sometimes","always","almost never","often","always","never"
"5123215",325,4,1,2596,"always","never","almost never","sometimes","almost never","never","always"
"2154413",325,5,1,2597,"almost never","never","always","often","often","never","sometimes"
"2345432",325,6,1,2598,"almost never","sometimes","often","always","often","sometimes","almost never"
"1352451",325,7,1,2599,"never","sometimes","always","almost never","often","always","never"
"5314543",325,8,1,2600,"always","sometimes","never","often","always","often","sometimes"
"1425531",326,1,1,2601,"never","often","almost never","always","always","sometimes","never"
"4253432",326,2,1,2602,"often","almost never","always","sometimes","often","sometimes","almost never"
"3215524",326,3,1,2603,"sometimes","almost never","never","always","always","almost never","often"
"3215215",326,4,1,2604,"sometimes","almost never","never","always","almost never","never","always"
"2222444",326,5,1,2605,"almost never","almost never","almost never","almost never","often","often","often"
"5555333",326,6,1,2606,"always","always","always","always","sometimes","sometimes","sometimes"
"2531524",326,7,1,2607,"almost never","always","sometimes","never","always","almost never","often"
"5123451",326,8,1,2608,"always","never","almost never","sometimes","often","always","never"
"5123215",327,1,1,2609,"always","never","almost never","sometimes","almost never","never","always"
"5241154",327,2,1,2610,"always","almost never","often","never","never","always","often"
"3333333",327,3,1,2611,"sometimes","sometimes","sometimes","sometimes","sometimes","sometimes","sometimes"
"3142512",327,4,1,2612,"sometimes","never","often","almost never","always","never","almost never"
"4444111",327,5,1,2613,"often","often","often","often","never","never","never"
"1425154",327,6,1,2614,"never","often","almost never","always","never","always","often"
"5555333",327,7,1,2615,"always","always","always","always","sometimes","sometimes","sometimes"
"3451543",327,8,1,2616,"sometimes","often","always","never","always","often","sometimes"
"3215451",328,1,1,2617,"sometimes","almost never","never","always","often","always","never"
"3215524",328,2,1,2618,"sometimes","almost never","never","always","always","almost never","often"
"4512345",328,3,1,2619,"often","always","never","almost never","sometimes","often","always"
"3142321",328,4,1,2620,"sometimes","never","often","almost never","sometimes","almost never","never"
"3524241",328,5,1,2621,"sometimes","always","almost never","often","almost never","often","never"
"5432123",328,6,1,2622,"always","often","sometimes","almost never","never","almost never","sometimes"
"4253314",328,7,1,2623,"often","almost never","always","sometimes","sometimes","never","often"
"3451234",328,8,1,2624,"sometimes","often","always","never","almost never","sometimes","often"
"2413321",329,1,1,2625,"almost never","often","never","sometimes","sometimes","almost never","never"
"4444555",329,2,1,2626,"often","often","often","often","always","always","always"
"3215524",329,3,1,2627,"sometimes","almost never","never","always","always","almost never","often"
"2154531",329,4,1,2628,"almost never","never","always","often","always","sometimes","never"
"1234512",329,5,1,2629,"never","almost never","sometimes","often","always","never","almost never"
"4253241",329,6,1,2630,"often","almost never","always","sometimes","almost never","often","never"
"2413321",329,7,1,2631,"almost never","often","never","sometimes","sometimes","almost never","never"
"2345432",329,8,1,2632,"almost never","sometimes","often","always","often","sometimes","almost never"
"1234253",330,1,1,2633,"never","almost never","sometimes","often","almost never","always","sometimes"
"2531215",330,2,1,2634,"almost never","always","sometimes","never","almost never","never","always"
"1425413",330,3,1,2635,"never","often","almost never","always","often","never","sometimes"
"5432123",330,4,1,2636,"always","often","sometimes","almost never","never","almost never","sometimes"
"5123451",330,5,1,2637,"always","never","almost never","sometimes","often","always","never"
"5241413",330,6,1,2638,"always","almost never","often","never","often","never","sometimes"
"2413253",330,7,1,2639,"almost never","often","never","sometimes","almost never","always","sometimes"
"3451425",330,8,1,2640,"sometimes","often","always","never","often","almost never","always"
"5123215",331,1,1,2641,"always","never","almost never","sometimes","almost never","never","always"
"5241345",331,2,1,2642,"always","almost never","often","never","sometimes","often","always"
"3333111",331,3,1,2643,"sometimes","sometimes","sometimes","sometimes","never","never","never"
"3524123",331,4,1,2644,"sometimes","always","almost never","often","never","almost never","sometimes"
"5123524",331,5,1,2645,"always","never","almost never","sometimes","always","almost never","often"
"5123142",331,6,1,2646,"always","never","almost never","sometimes","never","often","almost never"
"2154413",331,7,1,2647,"almost never","never","always","often","often","never","sometimes"
"1352215",331,8,1,2648,"never","sometimes","always","almost never","almost never","never","always"
"2413135",332,1,1,2649,"almost never","often","never","sometimes","never","sometimes","always"
"5432432",332,2,1,2650,"always","often","sometimes","almost never","often","sometimes","almost never"
"4512531",332,3,1,2651,"often","always","never","almost never","always","sometimes","never"
